question	choices	answer	subject
Ukuba ixabiso leyunithi nganye labasebenzi, isibonelelo esiguquguqukayo, siyanyuka, sibangela ukuba yeyiphi kwezi zilandelayo?	['Ukunyuka okuphezulu kwi-AFC.', 'Utshintsho oluya phezulu kwi-MPL.', 'Ukuhla kwe-ATC.', 'Ukunyuka kwe-MC.']	D	high_school_microeconomics
Ukuba umvuzo ohlawulwa kuzo zonke iiyunithi zabasebenzi yi-$4.50, zingaphi iiyunithi zabasebenzi eziqeshiweyo?	['1', '2', '3', '4']	B	high_school_microeconomics
Ukuba abathengi bayacetyiswa ukuba izonka eziziinkozo ezininzi ziya kunciphisa kakhulu umngcipheko womhlaza, yeyiphi kwezi zilandelayo eza kwenzeka kwintengiso yesonka esineziinkozo ezininzi?	['igophe lemfuno liya kutshintshela ekhohlo, licuthe ixabiso lesonka esineegraines ezininzi.', 'Ijika lokubonelela liya kutshintshela ngakwesobunxele, linyusa ixabiso lesonka esine-multigrained.', 'I-curve yemfuno iya kutshintshela ngasekunene, inyuse ixabiso lesonka esine-multigrained.', 'Ijika lokubonelela liya kutshintshela ngasekunene, linciphisa ixabiso lezonka ezininzi.']	C	high_school_microeconomics
Izakhiwo zemarike zokhuphiswano olugqibeleleyo kunye nokhuphiswano lwemonopolistic lwabelana ngeyiphi kwezi mpawu zilandelayo?	['Ukulula kokungena kunye nokuphuma kwixesha elide', 'Iimveliso ze-homogenous', 'Imfuno elastiki ngokugqibeleleyo kwimveliso yefemu', 'Iingeniso ezintle zexesha elide']	A	high_school_microeconomics
Xa kukho i-negatice externality njengesiphumo sokuveliswa kwempahla, elona nani liphezulu ngokwentlalo lemveliso linokuphunyezwa ngoku.	['i=free market capitalism', 'ukubeka imida kubuninzi obunokuveliswa', 'ukuthengwa kwezinto ezilungileyo ngurhulumente', 'ukubeka ubuncinane kubungakanani obunokuveliswa']	B	high_school_microeconomics
UJason ucoca amadama okuqubha kwimarike yendawo ekhuphisana ngokugqibeleleyo. I-maximizer yenzuzo, unokuhlawula i-$ 10 ngedama ngalinye ukucoca amachibi angama-9 ngosuku, afake iindleko eziguquguqukayo ezipheleleyo ze-80 kunye neendleko ezisisigxina ze-$ 20. Yeyiphi eyinyaniso kwezi zilandelayo?	['UJason kufuneka avale ngexesha elifutshane, kunye nelahleko yezoqoqosho ye-20 yeedola.', 'UJason kufuneka avale ngexesha elifutshane, kunye nelahleko yezoqoqosho ye-10 yeedola.', 'UJason kufuneka acoce amachibi ayi-9 ngosuku, kunye nelahleko yezoqoqosho ye-20 yeedola. ', 'UJason kufuneka acoce amachibi ayi-9 ngosuku, kunye nelahleko yezoqoqosho ye-10 yeedola.']	D	high_school_microeconomics
Imarike yokhuphiswano ibonelela ngesiphumo esihle kuluntu kuba	['intshiyekela yabathengi iyancitshiswa, ngelixa intsalela yomvelisi isenziwa nkulu.', 'intlalontle iyonke yandiswa.', 'Intsalela yomvelisi icuthwa, ngelixa intsalela yabathengi isenziwa nkulu.', 'Umahluko phakathi komthengi kunye nentsalela yomvelisi uye wandiswa.']	B	high_school_microeconomics
Uxelelwa ukuba ingeniso enwebekayo kwiiDVD ngu + 1.5. Oku kuthetha ukuba	['i-10 yepesenti yokunyuka kwengeniso ivelisa ukunyuka kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto eqhelekileyo yobunewunewu. ', 'i-10 yepesenti yokunyuka kwengeniso ivelisa ukunyuka kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto ekumgangatho ophantsi.', 'Ukunyuka kwe-10 ekhulwini kwingeniso kuvelisa ukuhla kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto ekumgangatho ophantsi ', 'ukunyuka kwexabiso lee-DVD ngeepesenti ezili-10 kuvelisa ukuhla nge-15 lepesenti kusetyenziso lweeDVD. IiDVD zixabiso elastiki elungileyo. ']	A	high_school_microeconomics
Ukuba ixabiso lemveliso liyehla ngexabiso lemveliso ebambeleyo lihlala lingaguquki kangangokuba umthengi uthenge ngaphezulu kwale mveliso, oku kubizwa ngokuba	['isiphumo sengeniso.', 'isiphumo sokutshintsha.', 'isiphumo esincinci.', 'isiphumo sonikezelo.']	B	high_school_microeconomics
Ngowuphi umzekelo wengeniso yotshintshiselwano kule ilandelayo?	['Umdlali webhola yomnyazi obalaseleyo ufumana i-R40 yezigidi zeerandi.', 'Umvuzo womhlala phantsi wokhuseleko loluntu.', 'Intlawulo yentlalontle evela kwiinkonzo zentlalontle.', 'Umntu ophatha imali kwindawo yokutyela efumana i-$8 efanayo ngeyure efunyanwa ngabanye abatyali.']	D	high_school_microeconomics
Ishishini elincinci liqikelela ixabiso lemfuno yemfuno yemveliso ukuba ibe 3. Ukunyusa ingeniso epheleleyo, abanini kufuneka	[' ukunciphisa ixabiso njengoko imfuno elastic.', 'ixabiso lehla njengoko imfuno inelastic.', 'ukwandisa ixabiso njengoko imfuno elastic.', 'ukwandisa ixabiso njengoko imfuno inelastic.']	A	high_school_microeconomics
Imonopoly yamazwe amabini ikhona xa	['I-monopsony ithenga kwi-monopoly', 'imonopoly ithengisela iintlobo ezimbini ezahlukeneyo zabathengi', 'u-monopoly uthenga kwi-monopsony', 'imonopolist ithengisa iintlobo ezimbini ezahlukeneyo zempahla']	A	high_school_microeconomics
Ukuba iifemu zingena kwishishini elikhuphisana ngokuzimeleyo, sinokulindela	['imfuno yeefemu ezikhoyo zitshintshele ngasekunene.', 'the market price of the product to increase.', 'imfuno yeefemu ezikhoyo ukuba zibe nelastic ngakumbi.', 'imfuno yeefemu ezikhoyo ukuba zitshintshele ngasekhohlo.']	D	high_school_microeconomics
Umthetho we-Law of Diminishing Marginal Returns unoxanduva loku	['I-AVC eqala ukunyuka, kodwa ekugqibeleni iwe, njengoko imveliso isanda ', 'I-AFC eqala ukunyuka, kodwa ekugqibeleni iwe, njengoko imveliso isanda.', 'I-MP ewela kuqala, kodwa ekugqibeleni iphakama, njengoko imveliso isanda.', 'I-MC ewa kuqala, kodwa ekugqibeleni iphakama, njengoko imveliso isanda.']	D	high_school_microeconomics
"Yeyiphi kwezi zilandelayo enokuthi igqibezele ingcaciso emfutshane yoqoqosho? ""Ezoqoqosho lufundo lwe. . ."""	['indlela izibonelelo ezingenamkhawulo ezabiwa ngayo phakathi kweemfuno ezinqabileyo.', 'indlela imali ejikeleziswa ngayo kuqoqosho.', 'indlela iinkampani ezilengeza ngayo ixabiso lesabelo sesitokhwe sabo.', 'indlela izibonelelo ezinqabileyo ezabiwa ngayo ukwanelisa iimfuno ezingenasiphelo.']	D	high_school_microeconomics
Nge-capital egxininiswe kwiyunithi enye kunye ne-1, 2, 3 iiyunithi zabasebenzi zongezwa kwiiyunithi ezilandelelanayo ezilinganayo, imveliso yemveliso iyanda ukusuka kwi-300 (iyunithi enye yabasebenzi), ukuya kuma-350 (iiyunithi ezi-2 zabasebenzi) ukuya kuma-375 (iiyunithi ezi-3 zabasebenzi. ). Yeyiphi kwezi zilandelayo itoliko echanekileyo?	['Oku kuthatha ixesha elide ukwandisa imbuyekezo kwisikali', 'Oku kukuqhuba ixesha elide kunciphisa imbuyekezo kwisikali.', 'Oku kubuyela rhoqo kwisikali.', 'Olu luhambo olufutshane olunciphisa imveliso emida.']	D	high_school_microeconomics
Ngowuphi owona mzekelo ubalaseleyo wokulunga koluntu?	['Izifundo zevayolin yabucala', 'Isebe lomlilo lamavolontiya kwindawo yakho ', 'Itikiti le-$1 lokungeniswa kwimyuziyam', 'Ingxowa yeetshiphusi zetapile']	B	high_school_microeconomics
Ngowuphi owona mzekelo ubalaseleyo wokulunga koluntu?	['Ukutyelela ugqirha wamazinyo', 'Iseshini kwisaluni yokushuka', 'I-pizza enkulu', 'Isikhululo saMajukujuku saMazwe ngaMazwe']	D	high_school_microeconomics
Xa i-cross-price elasticity of demand ingalunganga, iimpahla ekuthethwa ngazo ziyimfuneko	['eqhelekileyo', 'ngaphantsi', 'izalisa', 'ababambeleyo']	C	high_school_microeconomics
Imarike yezabasebenzi ekhuphisanayo ngoku ikwi-equilibrium. Yeyiphi kwezi zilandelayo enokunyusa kakhulu umvuzo wemarike?	['Abafundi abaninzi baphumelele izakhono eziyimfuneko kule marike yemisebenzi.', 'Imfuno elungileyo eveliswa ngulo msebenzi inamandla.', 'Ixabiso lesixhobo sokuncedisana liyanyuka.', 'Isebe lezabasebenzi liyayisusa imfuneko yokuba abasebenzi baphumelele iimviwo phambi kokuba basebenze kweli candelo.']	B	high_school_microeconomics
Esinye sezizathu zokuba urhulumente angakukhuthazi kwaye alawule ukulawulwa kwemonopoli kukuba	['Intsalela yomvelisi iyalahleka kwaye intsalela yabathengi iyafunyanwa.', 'amaxabiso e-monopoly aqinisekisa ukusebenza kakuhle kwemveliso kodwa ukwabiwa kweendleko eluntwini.', 'iifemu ezizimeleyo azibandakanyeki kuphando olubalulekileyo kunye nophuhliso.', 'Intsalela yabathengi ilahlekile ngamaxabiso aphezulu kunye namanqanaba asezantsi emveliso.']	D	high_school_microeconomics
Yeyiphi koku kulandelayo eyinyani yokulinganisa kwimarike esulungekileyo (okanye egqibeleleyo) yokhuphiswano lwe-X elungileyo?	['Ukunqongophala kwe-X elungileyo kukho.', 'Ubungakanani obufunwayo bulingana nomyinge obonelelweyo we-X elungileyo', 'Intsalela ye-X elungileyo ikhona.', 'Urhulumente ulawula ubuninzi be-X elungileyo eveliswe ngexabiso lemarike.']	B	high_school_microeconomics
Xa ixabiso lamapere linyuka, silindele oku kulandelayo:	['Ubungakanani obufunwayo bamapere uyenyuka.', 'Umyinge obonelelwe ngamapere uyawa.', 'Ubungakanani obufunwayo bamapere uyawa.', 'Imfuno yamapere iyehla.']	C	high_school_microeconomics
Ukuba imfuno yediliya inyuka ngaxeshanye kunye nokunyuka kokunikezelwa kweediliya, singatsho oko	['umyinge wokulinganisa uyanyuka, kodwa utshintsho lwexabiso alucacanga.', 'ubungakanani be-equilibrium buwela, kodwa utshintsho lwexabiso alucacanga.', 'umyinge wokulinganisa uyanyuka, kwaye ixabiso liyanyuka', 'umyinge wokulinganisa uyawa, kwaye ixabiso liyawa.']	A	high_school_microeconomics
Ukuba urhulumente unqwenela ukulawula imonopoly yendalo ukuze ivelise inqanaba lemveliso elabiwayo, iya kuba yimveliso.	['apho ixabiso lilingana nomndilili weendleko zizonke.', 'apho ingeniso encinane ilingana neendleko ezincinci.', 'Apho iingeniso eziqhelekileyo zenziwe.', 'apho ixabiso lilingana nexabiso eliphantsi.']	D	high_school_microeconomics
Xa i-price elasticity of demand inkulu kuno-1, imfuno iba	['inelastic ngokupheleleyo.', 'I-elastic', 'I-inelastic.', 'iyunithi elastic.']	B	high_school_microeconomics
Yeyiphi kwezi nkqubo zerhafu zilandelayo yenzelwe ukwaba ingeniso evela kwizityebi isiya kumahlwempu?	['Inkqubo yerhafu eqhubekayo', 'Inkqubo yerhafu ebuyela umva', 'Inkqubo yerhafu elinganayo', 'Inkqubo yerhafu yempahla']	A	high_school_microeconomics
Yeyiphi kwezi meko engengomzekelo wocalucalulo lwamaxabiso?	"['UBrent usebenza ebusuku, ngoko ukhetha ukuthenga isonka ngo-7 ekuseni kunokuba athenge ngentsimbi yesi-7 ebusuku. ', 'UBob noNancy ngamnye ufumana ikhuphoni ""$1 off"" ngeposi, kodwa uBob uyalikhulula ngelixa uNancy', 'UKatie uthenga iiCoke ezili-12 nge-$3, kwaye uJosh uthenga iCoke enye ngexesha nge-$1.', 'UVelma uthanda ukuya kumboniso bhanyabhanya ngexabiso eliphantsi lemini, kwaye uRosemary ungathanda ukuhlawula ngaphezulu kumboniso wangokuhlwa. ']"	A	high_school_microeconomics
Ngobukho bembonakalo entle yangaphandle, yeyiphi kwezi zilandelayo eya kulungisa umphandle?	['Inkxaso karhulumente.', 'Irhafu karhulumente. ', 'Ixabiso eliphezulu.', 'Inqanaba elisezantsi lemveliso.']	A	high_school_microeconomics
Imarike yee-denim jeans ikwi-equilibrium, kwaye ixabiso leebhulukhwe ze-polyester, i-substitute good, iphakama. Kwimarike yejean	['unikezelo luyehla, ukwandisa ixabiso kunye nokunciphisa ubuninzi.', 'unikezelo luwa, ukwandisa ixabiso kunye nokwandisa ubuninzi.', 'imfuno yehla, ukwandisa ixabiso kunye nokunciphisa ubuninzi', 'imfuno inyuka, ukwandisa ixabiso kunye nokwandisa ubuninzi.']	D	high_school_microeconomics
Umthengi onengqiqo otya amaqebengwana e-Girl Scout uyeka ukutya xa	['iyonke inzuzo ilingana nexabiso lilonke lokutya iikuki.', 'inzuzo yomda ilingana nexabiso elisezantsi lekuki elandelayo.', 'ixabiso elisezantsi lokutya amaqebengwana anyuswe kakhulu.', 'Inzuzo encinci yokutya iikuki iyancitshiswa.']	B	high_school_microeconomics
Yeyiphi kwezi zilandelayo ebonisa ngokuchanekileyo kutheni ixabiso (P) lilingana nengeniso yemarginal (MR) phantsi kokhuphiswano olugqibeleleyo, kwaye kutheni ixabiso (P) likhulu kunengeniso ephantsi phantsi kwemonopoly okanye ukhuphiswano olungafezekanga? I. MR = P = imfuno kumsebenzi othe tye kukhuphiswano olugqibeleleyo. II. P > MR njengemisebenzi ehlayo ethambekileyo kukhuphiswano olungafezekanga. III. Imfuno kunye neXabiso zimelwe njengomsebenzi othe nkqo wokhuphiswano olungafezekanga.	['I, II, kunye III.', 'I kunye no- II.', 'I kuphela', 'I kunye III.']	B	high_school_microeconomics
Xa impahla ihlawuliswa irhafu, umthwalo werhafu uwela ikakhulu kumthengi ukuba	['imfuno inelastic kwaye unikezelo inelastic', 'imfuno inelastic kwaye unikezelo elastic', 'imfuno ilastiki kwaye unikezelo inelastic', 'imfuno ilastiki kwaye unikezelo elastic']	B	high_school_microeconomics
Umndilili weendleko ezinde	['isoloko ingaphantsi komndilili weendleko ezimfutshane', 'isoloko ingaphezulu komndilili weendleko ezimfutshane', 'isoloko inqumla umndilili weendleko zomndilili wexesha elifutshane kubuncinane beendleko zomndilili wexesha elifutshane', 'ingaphantsi kweendleko zomndilili wexesha elifutshane ngaphandle kwendawo enye ']	D	high_school_microeconomics
Yeyiphi kwezi zilandelayo engeyiyo uphawu lwe-kinked demand curve?	['Uluhlu lweendleko ezisezantsi apho uMR = MC.', 'P < MC.', 'Ukuxhomekeka kwabantu abakhuphisana nabo.', 'Amaxabiso kwi kink.']	B	high_school_microeconomics
Eyezoqoqosho yinzululwazi zentlalo ukuba	['ikakhulu ixhalabele imali.', 'eyona nto ixhalabisayo yindlela izibonelelo ezisetyenziswa ngayo.', 'ithembele kuphela kwindlela yenzululwazi yohlalutyo.', 'eyona nto iphathelele ukukhulisa impilo-ntle yokomoya.']	B	high_school_microeconomics
Yeyiphi eyiyinyaniso kwezi zilandelayo?	['TC = (AVC + AFC)Q.', 'TFC = TC kuwo onke amanqanaba emveliso.', 'AVC + AFC = TC.', 'MC = TC - TFC.']	A	high_school_microeconomics
I-monopsonist ichongwa ngenye yezi zilandelayo:	['Intlawulo yomvuzo engaphantsi kunemveliso yengeniso yengeniso esezantsi yomsebenzi.', 'Inqanaba lengqesho likhulu kunelo lokhuphiswano lwemarike yabasebenzi.', 'Intlawulo yomvuzo ephezulu kunaleyo yokhuphiswano lwemalike yabasebenzi.', 'Umthengisi omnye weenkonzo zabasebenzi.']	A	high_school_microeconomics
Ukuba ixabiso lempahla enye (A) liyanyuka kwaye ubungakanani obufunwa kwenye impahla (B) bonyukile, ezi mpahla zimbini	['iimpahla ezibambeleyo.', 'iimpahla ezincedisayo.', 'iimpahla ezikumgangatho ophantsi.', 'iimpahla eziqhelekileyo.']	A	high_school_microeconomics
Yeyiphi kwezi nkcazo kwezi zilandelayo eyinyani kwishishini elikhuphisana ngokugqibeleleyo?	['Iyonke ingeniso yonyuka ize emva koko yehle.', 'Ingeniso encinane iyehla.', 'Ingeniso engumndilili ekuqaleni iba mibi ize emva koko ibe ntle.', 'Ingeniso engumndilili ilingana nengeniso encinane.']	D	high_school_microeconomics
Umqeshi okhuphisana ngokugqibeleleyo uqesha abasebenzi ukuya kuthi ga kwinqanaba apho	['Umvuzo = ixabiso lexabiso eliphantsi.', 'Umvuzo = Imveliso encinci yomsebenzi.', 'Umvuzo = Ingeniso encinane.', 'Umvuzo = Ingeniso encinci yemveliso yabasebenzi.']	D	high_school_microeconomics
Imfuneko yokuba imonopoly ithobe ixabiso layo ukuze kuthengise iiyunithi ezininzi zemveliso yayo ichaza ukuba kutheni	['udlamko luxhaphakile phakathi kwezixhobo zoluntu', 'umjikelo wengeniso esecaleni ungaphantsi kwegophe lemfuno yemonopoly', 'Ijika lexabiso elisezantsi lemonopoly ithambeka ukuya phezulu', 'iimonopoli ziyakwazi ukugcina amandla emarike']	B	high_school_microeconomics
Masithi umgangatho wexabiso ufakwe kwimarike yekofu. Esinye isiphumo salo mgaqo-nkqubo siya kuba	['ukuncipha kwemfuno yoomatshini bokwenza ikofu.', 'ukunqongophala okuzingileyo kwekofu kwimarike.', 'ukwanda kwentsalela yabathengi ngenxa yamaxabiso aphantsi ekofu.', 'ukwanda kwemfuno yekofu']	A	high_school_microeconomics
Ubuncinci bomvuzo kurhwebo lwabasebenzi bokutya okukhawulezayo kunokwenzeka ukuba bavelise	['ukwanda kwemfuno yabasebenzi bokutya okukhawulezayo.', 'ukuncipha kokubonelelwa kwabasebenzi bokutya okukhawulezayo. ', 'ukunqongophala kwabasebenzi bokutya okukhawulezayo.', 'intsalela yabasebenzi bokutya okukhawulezayo.']	D	high_school_microeconomics
Yeyiphi kwezi zilandelayo eyinyani yefem ekhuphisana ngokugqibeleleyo kwixesha elifutshane?	['Ifemu ifumana inzuzo eqhelekileyo.', 'I-firm iyavala ukuba ixabiso liwela ngaphantsi kwe-avareji yeendleko zizonke.', 'Ifemu ifumana inzuzo entle kwezoqoqosho.', 'Ifemu inokufumana inzuzo entle, embi, okanye eqhelekileyo.']	D	high_school_microeconomics
Imarike ekhuphisanayo yekofu, impahla eqhelekileyo, ngoku ikulungelelwaniso. Yeyiphi kwezi zilandelayo enokuthi ibangele ukonyuka kwemfuno yekofu?	['Umvuzo wabathengi uyehla.', 'Ixabiso leti liyenyuka.', 'Umvuzo wabasebenzi bokulima ikofu uyehla.', 'Itekhnoloji ekuvuneni iimbotyi zekofu iyaphucuka.']	B	high_school_microeconomics
Xa ifemu ifumana inzuzo eqhelekileyo kwimveliso elungileyo, kuyinyaniso ukuba	['ingeniso epheleleyo evela kwimveliso ilingana neendleko ezicacileyo.', 'iindleko ezicacileyo zilingana neendleko ezicacileyo.', 'ingeniso epheleleyo evela kwimveliso ilingana neendleko ezicacileyo.', 'iingeniso ezipheleleyo ezivela kwimveliso zilingana nesixa seendleko ezicacileyo kunye nezifihlakeleyo.']	D	high_school_microeconomics
Ukuba ishishini lifuna ukunyusa ingeniso yalo kwaye liyazi ukuba ixabiso lexabiso le-elasticity yemveliso yalo lilingana no-0.78, kufuneka	['ukunciphisa ixabiso kuba imfuno elastic', 'ukunciphisa ixabiso kuba imfuno yiyunithi elastic', 'ukunciphisa ixabiso kuba imfuno inelastic', 'ukwandisa ixabiso kuba imfuno inelastic']	D	high_school_microeconomics
Yeyiphi kwezi zilandelayo eluphawu lokhuphiswano lwe monopolistic?	['P > MC.', 'Efficiency.', 'Ikakhulu ukhuphiswano lwamaxabiso.', 'P =MR.']	A	high_school_microeconomics
Ibackward bending supply curve ibonakaliswa yeyiphi kwezi zilandelayo?	['Njengoko amazinga emivuzo esonyuka, isixa sabasebenzi ababonelelwayo siyaqhubeleka nokunyuka kuwo onke amaqondo onyuso.', 'Urhwebelwano lwezolonwabo lwabasebenzi luyaqhubeka luxhasa unikezelo lwemisebenzi eyongeziweyo, okanye umphumo wokutshintsha. ', 'Urhwebelwano lwezolonwabo emsebenzini luthanda isiphumo sengeniso okanye ulonwabo olungaphezulu kwimivuzo ephezulu. ', 'abanamava, abafumana umvuzo ophantsi, abasebenzi abancinci kwisahlulo sokugoba ngasemva.']	C	high_school_microeconomics
Yeyiphi kwezi mpahla zilandelayo enokuthi ibonelele ngeyona nto inkulu iyonke kunye neyona nto incinci iluncedo esecaleni?	['Iplastiki', 'Iimoto', 'Iikhompyutha', 'Umoya ']	D	high_school_microeconomics
I-Lorenz Curve isetyenziselwa ukulinganisa eyiphi kwezi zilandelayo:	['Umlinganiselo wengeniso kubutyebi kumazwe ahlukeneyo.', 'Umlinganiselo wempahla kawonke-wonke kwimpahla yabucala kumazwe ahlukeneyo.', 'Umlinganiselo wokungalingani kwemivuzo kunye nokulingana kwemivuzo kumazwe ahlukeneyo. ', 'Umlinganiselo wabasebenzi abahluphekayo nabangasebenziyo.']	C	high_school_microeconomics
Ngowuphi kule mizekelo ilandelayo onokuthi ube nesiphumo sokuba abathengi bahlawule owona mthwalo mkhulu werhafu ebekwe kubavelisi?	['Ukuba ijika lemfuno lixabiso elilastiki kwaye ijika lokubonelela lixabiso elinelastic', 'Ukuba ijika lemfuno lixabiso elilastiki kwaye ijika lokubonelela linwebeka ngokugqibeleleyo ', 'Ukuba ijika lemfuno lixabiso elinelastic kwaye ijika lokubonelela lixabiso elilastiki', 'Ukuba i-curve yemfuno i-inelastic ngokugqibeleleyo kwaye i-curve yokubonelela ngexabiso eli-elastic ']	D	high_school_microeconomics
Yeyiphi kwezi zilandelayo enokubangela ukwanda kwemfuno yeecones ze-ayisikhrimu?	['Ukuhla kwexabiso le-ice cream cones', 'Ukuhla kwexabiso le-ayisikrimu, into encomekayo kwiicones ze-ayisikrimu', 'Ukunyuka kwexabiso le-ayisikrimu, i-complimentary good to ice cream cones', 'Ukuhla kwexabiso le-lollipops, indawo esondeleyo ye-ayisikrimu']	B	high_school_microeconomics
Ukuze inkampani iqhube ngempumelelo ucalucalulo lwamaxabiso, yeyiphi kwezi meko zilandelayo ekufuneka ibambe? I. Ifemu ayinakujongana negophe lemfuno elihlayo. II. Ifemu kufuneka ibe namandla entengiso. III. Abathengi abaneemfuno ezahlukeneyo zokunwebeka kufuneka bohlulwe. IV. Ifemu kufuneka ibe neenjongo ezingaphaya kokwandisa inzuzo. V. Ifemu kufuneka ikwazi ukuthintela ukuthengiswa kwakhona kweemveliso zayo.	['I, III, kunye no-V kuphela', 'III kunye IV kuphela', 'Mna no-IV kuphela', 'II, III, kunye no-V kuphela']	D	high_school_microeconomics
Ngowuphi umzekelo werenti yezoqoqosho kwezi zilandelayo?	['Umdlali webhola yomnyazi obalaseleyo ufumana ingeniso yezigidi ezingama-50 zeedola.', 'Umvuzo womhlala phantsi wokhuseleko loluntu.', 'Intlawulo yentlalontle evela kwiinkonzo zentlalontle.', 'Itshekhi kumfundi wasekholejini evela kumzali okanye umgcini.']	A	high_school_microeconomics
Ngobukho be-begative externality, yeyiphi kwezi zilandelayo enokuthi ifake ngaphakathi (okanye ilungise) umphandle?	['Inkxaso karhulumente.', 'Irhafu karhulumente.', 'Ixabiso eliphantsi.', 'umgangatho ophezulu wemveliso.']	B	high_school_microeconomics
Yeyiphi kwezi zilandelayo eluphawu lwemonopoly?	['Inkampani enye kwishishini.', 'Ixabiso elilingana nengeniso encinci.', 'Ngokugqibeleleyo igophe elilastiki lemfuno.', 'Imiqobo ebuthathaka yokungena.']	A	high_school_microeconomics
Imonopoly enemfuno ethe tye, ezantsi-ehlayo inomda wengeniso	['ukuthambeka phezulu', 'Isiqingatha phakathi kwegophe lemfuno kunye ne-axis ethe nkqo', 'ekuqaleni ukwehla ukuthambeka kwaye phezulu ukuthambeka', 'ihambelana negophe lemfuno']	B	high_school_microeconomics
Isiphumo somgangatho wexabiso	['ukunqongophala okuzingileyo kokulungileyo.', 'ukwanda kwentlalontle epheleleyo.', 'intsalela ethe gqolo kokulungileyo.', 'ukupheliswa kokulahlekelwa kwesisindo.']	C	high_school_microeconomics
Yeyiphi kwezi zilandelayo engekhoyo phakathi kweendlela ezisetyenziswa yimibutho yabasebenzi ukunyusa imivuzo?	['Iingxoxo zokufumana umgangatho womvuzo', 'Imigaqo-nkqubo yobulungu enemiqathango', 'Iinzame zokunciphisa amaxabiso emithombo yoncedo', 'Iintsiba okanye imithetho yokwenza umsebenzi']	C	high_school_microeconomics
Yeyiphi kwezi zilandelayo eluphawu lokhuphiswano olugqibeleleyo?	['Iifemu zivelisa imveliso elinganayo.', 'Imiqobo yokungena ikhona.', 'Iifemu zezonyusa ixabiso lengeniso.', 'Urhulumente ulawula ixabiso ukwenzela ukuba ukulahleka kwesisindo kupheliswe.']	A	high_school_microeconomics
Yeyiphi echanekileyo kwezi zilandelayo?	['Ekuhambeni kwexesha, onke amagalelo ayaguquguquka. ', 'Ngexesha elifutshane, onke amagalelo ayaguquguquka.', 'Ekuhambeni kwexesha, unikezelo alukwazi ukulungelelanisa ngokupheleleyo utshintsho kwimfuno.', 'ngexesha elifutshane, unikezelo luyakwazi ukulungelelanisa ngokupheleleyo utshintsho kwimfuno.']	A	high_school_microeconomics
Ukhuphiswano lwe-monopolistic kuthiwa alunamveliso ngenxa yokuba	['ixabiso lexesha elide lingaphezulu kwexabiso eliphantsi eliqhelekileyo lilonke.', 'iingeniso zexesha elide zilungile.', 'iifemu zibandakanyeka ekuziphatheni kobudlelwane.', 'akukho zithintelo ekungeneni.']	A	high_school_microeconomics
Xa kuthelekiswa nokhuphiswano olugqibeleleyo ekuhambeni kwexesha, imonopoly iye	['ukhetho oluninzi lweemveliso kubathengi.', 'ukusebenza kakuhle.', 'amaxabiso aphantsi.', 'ixabiso elikhulu kunengeniso ephantsi.']	D	high_school_microeconomics
Ukuba ixabiso lenkonzo yeefowuni ze-A linyuka ngeepesenti ezi-5 kwaye inani elifunwayo kwinkonzo yeselula ye-B linyuka ngeepesenti ezili-10, sinokuthi.	['Ukufunwa kwe-Firm B kunexabiso elithambileyo..', 'unikezelo lwefemu B lixabiso elastiki.', 'Iifemu A kunye no-B zithatha indawo ngenxa yokuba ukunwebeka kwexabiso elinqamlezileyo kukhulu kunoziro.', 'Iifemu A kunye no-B ziyancedisana kuba ukunwebeka kwexabiso elinqamlezileyo kungaphantsi kunoziro.']	C	high_school_microeconomics
Ubudlelwane phakathi kwe-mardinal revenue curve kunye ne-demand curve yemonopoly ifana kakhulu nobudlelwane phakathi kwe-marginal factor cost curve kwaye yeyiphi i-curve ye-monopsony?	['Imfuno yabasebenzi', 'Ukubukho kwabasebenzi', 'I-marginal external cost ', 'Iindleko zizonke.']	B	high_school_microeconomics
Masithi imarike yeerozi ngoku izinzile. Ukuba ukufumaneka kweerozi kungawa, ngelixa imfuno yeeroses inyuka, ungathini malunga nexabiso kunye nobuninzi beeroses kwiimarike?	['Ixabiso kunye nobungakanani zombini ukunyuka.', 'Ixabiso liyenyuka, kodwa utshintsho lobuninzi alucaci.', 'Ixabiso kunye nobungakanani zombini ziyawa.', 'Ubungakanani buyanda, kodwa utshintsho kwixabiso alucacanga.']	B	high_school_microeconomics
Imarike ekhuphisanayo yepetroli, okwangoku ikwimeko yokulingana. Yeyiphi kwezi zilandelayo eyeyona inokubangela ukunyuka kwexabiso lepetroli?	['Ukuwa kwemivuzo yekhaya', 'Ukuphucuka kwekhnoloji esetyenziswa ukuvelisa ipetroli.', 'Ukwehla kwexabiso lamatikiti kaloliwe ohamba ngaphantsi komhlaba kunye nezinye izithuthi zikawonke-wonke.', 'ukwenyuka kwexabiso le-oyile ekrwada, isakhi esikrwada sepetroli.']	D	high_school_microeconomics
Yeyiphi kwezi zilandelayo eya konyusa imivuzo yabenzi be-tuba maker.	['Ukwanda kwenani labafundi abaphumelele kwisikolo soqeqesho se-tuba maker', 'Ukunyuka kwexabiso lee-tubas', 'Ukunyuka kwexabiso lezifundo ze-tuba', 'Ukunyuka kwerhafu kwi-tubas']	B	high_school_microeconomics
