question	choices	answer	subject
ɔha mu nkyekyɛmu ahe na mmofra a wɔadi mfieɛ 13-15 wɔ China a wɔkaa sɛ w'adi ako wɔ sukuu mu, pɛn baako anaa mpɛn pii wɔ bosome 12 a atwam no mu, wɔ 2015?	['9%', '19%', '39%', '59%']	B	global_facts
Na mmofra wɔwɔ Ethiopia (wɔadi mfeɛ 8) a wɔkyerɛ sɛ abɔdeɛ akyerɛkyerɛfo asotwe ama wɔn wɔ nnawɔtwe a etwaam wɔ afe 2009 mu no dodoɔ yɛ ahe?	['18%', '38%', '58%', '78%']	B	global_facts
Wɔ 2018  afe mu no, nnipa dodoɔ bɛn na wɔfiri Tunisia a wɔkaa sɛ wɔn a wɔfiri amanaman ahodoɔ so no edɔɔso, mmusuakuo ne aman a wɔwɔ na wɔn man ma ɛnya tenabea pa (ɛbɔ abira koraa anaa nni nsonsonoe biara)?	['24%', '39%', '54%', '69%']	A	global_facts
Wɔ afe 2015, na  wiase afanan nyinaa a awoɔ a wɔwoo no bɛyɛ	['Mmofra 1.5 na ɔbaa biara', 'Mmofra 2.5 na ɔbaa biara', 'Mmofra 3.5 na ɔbea biara', 'Mmofra 4.5 na ɔbea biara']	B	global_facts
Ɛdɛn ne amanaman mfasoɔ a ɛwɔ 2020 mu no mfinimfini?	['$300', '$1,000', '$10,000', '$30,000']	C	global_facts
Ansa na wɔasan yee no mmiensa so sɛ ɔmampanyin no, Amerikafo ahe na wɔ pene so sɛ wɔbɛkɔ akɔsi mmiensa?	['20%', '40%', '60%', '80%']	C	global_facts
Wɔ 2019 mu no, Itailifo no mu ɔha mu nkyekyɛmu bɛn na wɔka sɛ ɛho hia sɛ yɛwɔ nsɛm ho amanneɛbɔfo a wɔn ani da hɔ wɔ yɛn man mu a aban/amammui no nsi kwan?	['41%', '56%', '71%', '86%']	B	global_facts
Ɔmanfo de wɔn ho hyɛ nimdepɛ mu wɔ wiase bɛyɛ wiase nyinaa GDP no nkyɛmu ɔha wɔ 2017 mu?	['1%', '2%', '4%', '8%']	C	global_facts
Wɔ afe 2013, aman a edidi so yi mu nea ɛwɔ he na nnipa dodoɔ a wonni afie wɔ no dɔɔso paa?	['US', 'Chile', 'Ireland', 'Spain']	A	global_facts
Ne nyinaa mu no, nkɔsoɔ a aba wɔ ɔman kakraa bi nkɔsoɔ bebree mu wɔ 1960 ne 1995 ntam	['na ɛbɛyɛ hwee', 'na ɛboro aman a wɔn sika kɔ soro paa', 'Na ɛboro Britain de so wɔ mfiridwuma nsakrae', 'na ɛbɛyɛ 3.0% wɔ afe biara']	C	global_facts
Afe 2015 no mu, ewiase asaase no nkyekyɛmu ɔha dodoɔ a ɛyɛ kwaeɛ?	['15%', '30%', '45%', '60%']	B	global_facts
Nnipa dodoɔ a wɔdɔɔso paa na aba	['wɔ Abibiman, a ɛne wiase no mu bea ye a ahiafo paa wɔ hɔ a sikasɛm mu nkɔanim nyinaa yɛ kumaa paa.', 'wɔ Asia, a ɛne wiase no mu bea ye a ahiafo paa wɔ hɔ a sikasɛm mu nkɔanim nyinaa yɛ eso paa.', 'wɔ Asia, a ɛne wiase no mu bea ye a ahiafo paa wɔ hɔ a sikasɛm mu nkɔanim nyinaa yɛ kumaa paa.', 'wɔ Abibiman, a ɛne wiase no mu bea ye a ahiafo paa wɔ hɔ a sikasɛm mu nkɔanim nyinaa yɛ eso paa.']	C	global_facts
Ewiase HIV/AIDS owuo yɛ mfe a wɔadi yi mu nea ɛsoro sen biara.	['aseɛ 5', '14-May', '15-49', 'ɛkyɛn 50']	C	global_facts
Afe 2015 mu no, na kuadwuma yɛ US GDP ɔha nkyekyɛmu dodoɔ ahe?	['1%', '3%', '9%', '20%']	A	global_facts
Afe 2017 no, Indiafo no dodoɔ yɛ sɛn wɔ nkuro akɛse mu?	['19%', '34%', '49%', '64%']	B	global_facts
Fa nsɛm yɛ kɔ adwennwene mu a edidi so yi: (1) Bere a aman no nyaa ahonyade bebree, nnipa dodoɔ no kaa sɛ wɔn asetena yɛ anigye kɛse. (2) Asetrapa mu nsɛm a ɛho hia paa te sɛ aware anaa sɛ awaregyae ka yɛn anigye, nanso emu titire bi wɔ hɔ a ɛbɛkɔ so akyɛ. Nsɛm yi mu nea ɛwɔ he na ɛyɛ Nokware/Ntorɔ, wɔ afe 2020 mu?	['Nokware,Nokware', 'Nokware, Ntorɔ', 'Ntorɔ, Nokware', 'Ntorɔ,Ntorɔ']	A	global_facts
Na ne mpɛmpɛnso kɛseɛ no, ɛdɛn ne sukuu no ho pene nsonsonoe a ɛde ka ho anafoɔ afam ne U.S. nkae no ntam.	['80%', '40%', '-40%', '-80%']	B	global_facts
Afe 2013 mu, United State manfo a wosusu sɛ amanyɔsɛm mu amammuo yɛ hyɛ kɛtɛ ase.	['36%', '56%', '76%', '96%']	C	global_facts
Aman a edidi so yi mu hwan na ɔdee ne GDP no efa kɛseɛ dii adwuma wɔ anyinam ahoɔden mu wɔ afe 2015?	['China', 'Japan', 'Chile', 'India']	C	global_facts
Wɔ afe 2020 mu, sika dodoɔ sɛn na ɛsɛ sɛ obi nya wɔ afe biara na akɔka ewiase sika nkyemu ɔha  baako a wɔdi yiye paa no ho?	['$150,000', '$75,000', '$35,000', '$15,000']	C	global_facts
Wɔ 1943 Amerikafoɔ dodoɔ ahe na ɛgye  atoyerɛnkyɛm no di. 	['30%', '50%', '70%', '90%']	B	global_facts
Aman a edidi so yi mu nea ɛwɔ he na wisie dodoɔ no de CO2 firi mu wɔ afe 2017 mu?	['Canada', 'Russia', 'Iran', 'Japan']	D	global_facts
Bere a wɔnya fawohodie, na nnipa mpemhaha bebree a wɔawie sukuupɔn wɔ hɔ deda____, nanso na biribiara nni hɔ a ɛwɔ mu____.	['India, Congo', 'India, South Korea', 'Congo, South Korea', 'South Korea, India']	A	global_facts
Afe 2013 mu, India manfo a wosusu sɛ amanyɔsɛm mu amammuo yɛ hyɛ kɛtɛ ase.	['26%', '46%', '66%', '86%']	D	global_facts
Wɔ afe 2019 mu no, French ɔha mu nkyekyɛmu bɛn na wɔka sɛ Onyankopɔn di dwuma titiri wɔ wɔn asetenapa mu?	['11%', '31%', '51%', '71%']	B	global_facts
Wɔ afe 2017 mu no, GDP a United States de yɛ asraafo no bɛyɛ sɛ	['1%', '3%', '6%', '10%']	B	global_facts
Wɔ afe 2017 mu no, nnipa dodoɔ nkunkum a ɛyɛ ahokum bɛyɛ sɛ 	['0.70%', '1.40%', '2.80%', '5.60%']	B	global_facts
Aman bebree a wonyaa faahodie wɔ Wiase Ako II akyi no hui sɛ amammerɛ a wɔde tɔɔ wɔn so no sɛee wɔn sikasɛm. Nneɛma a ɛmma wontumi nyɛ adwuma no din ka ho.	['amanyɔsɛm mu ahyehyԑde a wɔde too mmusua ahoroɔ a na wonni ade koro koraa so', 'Nsԑm ԑfata a ԑfa ahobanbɔ ne nteteԑ ho ma ɔman mma a wɔwɔ nniso ase no', 'ɔmanfoɔ kumaa ekuo a koloni tumifoɔ no de wɔn baa hɔ no na na wɔdi ɔman no mu adwadie so', 'deɛ ɛwɔ ɛsoro nyinaa']	D	global_facts
Adwenemuyaree a edidi so yi mu nea ɛwɔ he na ɛtaa ba wiase paa?	[' Adwenemyareɛ', ' Adwenemhaw', 'Nsanom yareɛ', 'adwenemuhaw yareɛ']	D	global_facts
Wɔ 2017 afe mu, nnipa he na wɔwɔ anyinam ahoɔden?	['60%', '70%', '80%', '90%']	C	global_facts
Ansa na Nixon egyae no dodoɔ a wɔgye di no ɛsɛ sɛ wotu no fi adwuma no mu?	['79%', '98%', '33%', '57%']	D	global_facts
 Saa berɛ no, akatua ne ɛka a wɔtua no yɛ pɛ	"["" Wɔ n'afasuo kɛse mu no, sika a ne nyinaa ba no boro ne nyinaa so."", ' Mfaso a wonya nyinaa ne ne bo a wɔsɛe nyinaa yɛ pɛ.', 'Aguade a ɛho nhia no dɔɔso sen biara.', 'Ne nyinaa mu no, ne nnɔbae no adu ne soro.']"	A	high_school_microeconomics
Adwumayɛ no bo yɛ $2, na sika no bo yɛ $1. Nkɔso a efi adwuma biako mu ba no yɛ 200, na efi ahonyade biako mu ba no yɛ 50. Dɛn na ɛsɛ sɛ adwumakuw no yɛ?	['Fa mfiri pii ka ho na fa adwumayɛfo kakraa bi hyɛ adwuma mu sɛnea ɛbɛyɛ a mfiri foforo no renyɛ nea mfaso wɔ so na adwumayɛfo no abɛyɛ nea ɛsom bo.', 'Fa mfiri pii di dwuma na fa adwumayɛfo kakraa bi hyɛ adwuma mu sɛnea ɛbɛyɛ a mfiri no bɛyɛ adwuma yiye na adwumayɛfo biara nyɛ adwuma yiye.', 'De ahonyade a wɔde di dwuma no so na wobetwa adwuma a wɔde di dwuma no so na ama ahonyade a wɔde di dwuma no so atew na adwuma a wɔde di dwuma no so atew.', 'Twe mfiri a wɔde di dwuma no so na fa adwumayɛfo pii hyɛ adwuma mu sɛnea ɛbɛyɛ a mfaso a ɛwɔ afiri biara so no so bɛtew na mfaso a ɛwɔ adwumayɛfo biara so no anya nkɔanim.']	C	high_school_microeconomics
Wɔ Nash ano a ɛkari pɛ.	"['Ahiade ne nneɛma a wɔyɛ no di ahyia.', "" Obiara nni hɔ a ɔwɔ nnyinaso sɛ ɔbɛtwe ne ho afi n'akwankyerɛ no ho."", ' Nkrataa a ɛfa akatua ho ne nea ɛfa akatua ho hyia.', ""Asomduro no mu ayɛ den, na obiara pɛ sɛ ɔsesa n'akwan.""]"	B	high_school_microeconomics
Wɔama woahunu sɛ nsonsonoe a ɛda X ne Y mu no yɛ +2.0. Eyi kyerɛ saa.	['nnoɔma X ne Y yɛ nnoɔma a wɔtaa yɛ.', 'nnoɔma X ne Y yɛ nnoɔma a ɛnnyɛ papa.', 'nnoɔma X ne Y a wɔda no adi no hyia.', ' nnoɔma X ne Y yɛ nnoɔma a wɔde si ananmu.']	D	high_school_microeconomics
Nea ewɔ abɔnten.	['Ɛma ɛka a wɔtua no yɛ kɛse paa', ' de sika a enni mu ba', 'Ɛwɔ hɔ bere a aguadifo ntumi nnya nsunsuansoɔ.', 'Ɛde nsonsonoe ba baabi a amansan nnya mfasoɔ a ɛboro so.']	D	high_school_microeconomics
Dɛn nti na aban no mpɛ sɛ adwumakuw akɛse a wɔwɔ adwuma koro mu no bom yɛ adwuma?	"[' Sɛ nnwumakuo akɛse yɛ adwuma bom a, wɔtaa yɛ nneɛma pii, na ɛma wɔn bo yɛ den sen nea anka wɔbɛyɛ wɔ akansi pa mu.', 'Asɔduro a ɛredɔɔso no ma asadwefoɔ no sika a ɛboro so no so tew.', 'Bere a nnipa a wɔn ani da so yɛ adwuma no so tew no, mpɛn pii no, nneɛma bo a wɔtɔ no so yɛ den. ', ""Sɛ adwumakuo bom yɛ adwuma de pɛ mfasoɔ pii a, ɛma ne bo yɛ soro, na ɛma mfasoɔ a n'adetɔfoɔ nya firi boɔ a ɛsom bo mu wɔ gua ahodoɔ mu no so tew.""]"	D	high_school_microeconomics
Nea edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛnea adwumakuo a wɔredi akan no ahwehwɛde a ɛkorɔn no te wɔ oligopolist no ani so bere a wɔhwe ase nanso wɔnsɔre no?	['ɛho twa na  ɛtene nneɛma a ɛboro so.', 'Ɛyɛ den yiye sɛ wobegye atom ɛsɛ sɛ woyɛ mmerɛ.', 'Biribi a ɛyɛ mmerɛw yiye hwehwɛ sɛ ɛkɔ akyiri.', 'Asεm a wɔhwε so sε wɔkyerεkyerε no wɔ nsεm mmienu a emu da hɔ a wɔkyerεkyerε mu.']	D	high_school_microeconomics
Nea edidi so yi mu nea ɛwɔ he na ɛnnyɛ akatua nsonsonoe ho nnyinaso?	['Adwuma a ɛyɛ hu.', 'Nsaanodwuma wɔ nnipa ahenkurow mu.', 'Nsakrae a ɛba SUSU frɔmfrɔm mu no kɔ soro.', 'Nnipa mu nyiyimu.']	C	high_school_microeconomics
 Saa ara na hokwan ahorow a wɔde ma wɔn nkutoo, sikasɛm mu mfaso ahorow, nneɛma a wɔde di dwuma so, ne patents yɛ.	['tebea ahorow a ɛboa ma wonya nneɛma a ɛmfata.', 'ɛho hia ma adwumakuw bi na ama wɔanya mfaso wɔ bere tiaa mu.', 'baabiara a ɛsɛ sɛ yɛhwehwɛ biribi foforo biara.', 'kwan biara so.']	D	high_school_microeconomics
Rɔba no mu kakraa bi pɛ na asraafoɔ nnwuma no de di dwuma. Yebetumi agyina eyi so aka sɛ asraafoɔ dwa no yɛ (n).	['nnwuma a ɛrenya nkɔanim.', 'nnwuma a wɔyɛ no daa', 'nnwuma a ɛte so', 'adwuma a mfaso wɔ so']	B	high_school_microeconomics
Emu nea ɛwɔ he na ebetumi asesa wɔ bere tenten mu, nanso ɛnyɛ ntɛm?	"[' Dua dodow a ehia na wɔde ayɛ ɔfese.', 'Na gyeene dodow a wɔde di aduan wɔ borɔte so.', ""Ɛte sɛ McDonald's mukaase."", 'Ɔkyerɛkyerɛfoɔ aboafoɔ dodoɔ a wɔwɔ ntoaso sukuu mu.']"	C	high_school_microeconomics
Sɛ aduaba akuafo fi ase de nnuru pii di dwuma de nyin aduaba pii na aduaba a nkurɔfo tɔ no sen sɛ wɔbɛtɔ no kɔ soro a, dɛn na wususuw sɛ ɛbɛba aduaba a wɔtɔn no bo ne ne dodow so?	['Nneɛma bo kɔ soro, nanso dodow a wonya no nyɛ nea emu da hɔ.', 'Wɔte bo no so, nanso wonhu dodow a ɛsɛ sɛ wɔbɔ no.', 'Nneɛma bo nyɛ den, nanso dodoɔ a ɛkɔ soro dɔɔso.', ' Ne dodoɔ so tew, nanso ne bo da so yɛ nea wonnim.']	C	high_school_microeconomics
Dɛn na ebetumi ama nkɛntɛnso a abere no wɔ aperenkrama nsu so no akɔ nefa?	['Florida akutu ti no adɔɔso.', 'Tang boɔ a nni soro.', 'Ankaa nsuo boɔ wɔ daakye mu no, wɔhwɛ kwan sɛ ɛbɛdu fam.', 'Nsu nomfo anisoadehunu Daakye no, sika a wɔbɛkɔ so anya no bɛdɔɔso.']	D	high_school_microeconomics
Eyi mu nea ɛwɔ he na ɛyɛ nokware wɔ adwumakuo a wodi akan pɛpɛɛpɛ ho?	[' Nhia no rekɔ fam.', 'Nea ehia ara ne sɛ wobenya sika a ɛkɔ akyiri.', ' Aguadi mu nkakrankakra na ɛkyerɛ ne bo.', 'Nneɛma bo ne sika dodoɔ a wɔnya fi mu no nyɛ saa ara.']	C	high_school_microeconomics
"Wɔ sikasɛm mu no, ""ɔman"" kyerɛ"	['sika', 'dua ne nnwinnadeɛ', 'faako a aban ɔwɔ mfinimfini no wɔ.', 'sikasɛm mu mfinimfini.']	B	high_school_microeconomics
Ray ne Dorothy betumi anoa aduan na wɔatwa wura wɔ turo mu Memeneda awiabere. Sɛ Ray noa aduan dɔnhwerew biako a, otumi yi nwura 50, na Dorothy nso tumi yi nwura 100 wɔ bere koro mu.	"[' Ray yi nwura no fi hɔ efisɛ otumi di aduan yiye.', 'Esiane sɛ Dorothy yɛ aduan ho adwuma yiye nti, ɔtwe wura.', ""Esiane sɛ Dorothy yɛ obi a n'ani ka aduan ho nti, ɔno na ɔnoa aduan."", ' Sɛ ɛba aduan ho a, Ray wɔ mfaso sen afoforo.']"	D	high_school_microeconomics
Sɛ wo sewaa, a ɔyɛ keki-yɛ adwuma ketewa bi wɔ ne fie, fa nnamfo bi boa no a, tebea bɛn na ebetumi ama no hia mmoa pii?	['Aprɛ mane/ Peeler nneɛma bo rekɔ soro.', 'Wo sewaa nnamfo ka ntwiri da u nyinaa, na eyi ma adwuma no yɛ hare.', 'Na wɔretɔn nfononoo.', 'Sɛnea nhwehwɛmu bi a wɔyɛɛ no nnansa yi kyerɛ no, aprɛ ma kokoram ba wo so.']	C	high_school_microeconomics
Mmea Johnson de ne sika a ɔde di dwuma da biara no nyinaa tɔ potato chips, a ne bo yɛ $1 baako, ne borɔdɔma tɔfe, a ne bo yɛ $2 baako. Ɛdenam sɛ chips ho mfasoɔ a ɛtwa to yɛ 12 na dip ho mfasoɔ a atwa to yɛ 30 wɔ ne nnɔbae a ɔde di dwuma seesei no ho no, dɛn na ɛsɛ sɛ Mrs. Johnson na ɔyɛe anaa?	"[""Nyɛ hwee; ɔredidi ne chips ne dip a wɔaka abom no, a ɛma n'adwumayɛ yɛ yiye."", ""Ɛsɛ sɛ odi nkekammoa pii kosi sɛ nkekammoa biara a ɔde ka ho no mma n'ani nnye kɛse bere a wadi nkekammoa 30 no."", 'Tew ne nneɛma a ɔde di dwuma no so kosi sɛ nea ɔnom no bɛyɛ nnipa aduasa a wɔde di dwuma.', ""Ɛsɛ sɛ ɔtew n'aduane a ɔde di chips no so na ɔtwe n'aduane a ɔde di dip no so kosi sɛ nneɛma abien no mu mfaso a ɛwɔ dɔla biara so bɛyɛ pɛ.""]"	D	high_school_microeconomics
Sɛ nkekae biara mma a, dɛn na efi amammui a ɛnyɛ pɛ, nneɛma a efi abɔnten, ɔmanfo nneɛma, ne nsɛm a ɛnyɛ pɛ mu ba?	['Sɛ wopɛ sɛ woyɛ nneɛma a ɛkɔ akyiri a, ɛsɛ sɛ woboaboa ano.', 'gua so nkoguo', 'Nneɛma a ne bo yɛ fam dodo.', 'Ɛboro nea wɔtumi de yɛ adwuma no so.']	B	high_school_microeconomics
Berɛ bɛn na marginal cost (MC) yɛ pɛ wɔ average variable cost (AVC) ne average total cost (ATC) ho?	['Wɔ AVC ne ATC nkyerɛkyerɛmu no mu no, ɛka a wɔbɔ wɔ wɔn mu no ka ho.', 'AVC ne ATC nkyerɛkyerɛmu wɔ ne fa kɛse mu.', 'MC ne AVC nkyerɛkyerɛmu wɔ ne fa ketewe mu.', 'AVC ne ATC nkyerɛkyerɛmu wɔ ne fa ketewa mu.']	C	high_school_microeconomics
Bere a Julia nyaa n'akatua so no, ofii ase tɔɔ nsukyeneeɛ pii na ɔtɔnee tɔfe kakra. Ɛdefa Julia ho no, dɛn na ɛbaa ne popsicle nom ho?	['mmrɛ a wɔhwehwɛ no so', 'yɛ nneɛma a ɛka bom yɛ adwuma.', 'ɛyɛ anonne a ɛyɛ dɛ ma nsukyeneeɛ.', ' nneɛma a mfaso nni so.']	D	high_school_microeconomics
Ne saa nti, adwumakuw biako pɛ nyɛ adwuma yiye sen ɔhaw a edi mu.	['Adwumakuw biako pɛ ma nneɛma bo kɔ soro, na ɛma nneɛma bo kɔ soro.', 'Adwumakuw biako pɛ bɔ nneɛma kakraa bi nanso na wɔtɔn wɔ bo a ɛsen so.', ' Wɔ bere tiaa mu no, adwumakuw baako betumi anya mfaso, nanso ɛnyɛ bere tenten mu.', 'Wɔ bere tiaa mu no, ɔtamfo a ɔyɛ pɛ no sɛe bere mpo a nea odi so no sɛe no.']	B	high_school_microeconomics
Sɛ yɛrehyehyɛ aguadi nhyehyɛe a, nea edidi so yi mu nea ɛwɔ he na ɛnkyerɛ sɛnea wɔkyekyɛ sika no mu? 	['Nneɛma bo kyerɛ wɔn a wɔyɛ nneɛma, bere, ɔkwan, ne ɔkwan a wɔbɛfa so ayɛ nneɛma ne nnwuma.', 'Aban no na ɛyɛ adwuma no na ɛkyerɛ no kwan.', 'nnwumakuo a wɔdi gua wɔ gua so ne adetɔfo.', 'sika ne nnɔbae a wɔkyekyɛm wɔ ne nnɔbae anaa ne kyɛfa so.']	B	high_school_microeconomics
Ɛkwan a wɔbɛfa so ayɛ nneɛma a ɛwɔ akyirikyiri no bɛyɛ bere pɔtee a ɛtene.	['Wɔaka sikasɛm ho asɛm.', 'Nneɛma a ɛwɔ asisi no so no yɛ papa sɛ wo de di dwuma.', 'mfasoɔ no dɔɔso', 'ahodeɛ a nda soronko']	D	high_school_microeconomics
Nsɛm edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?	['Sikasɛm so mfaso = Adwumayɛ ho mfaso', 'Sikasɛm aboɔ = Ntua a wɔde tua ka ho ka a wɔde sie.', 'Sikasɛm aboɔ = Ntua a wɔnde tua ka ho ka a wɔde sie', 'Akwannya aboɔ = Sikasɛm so mfaso.']	B	high_school_microeconomics
Nea edidi so yi mu nea ɛwɔ he na ɛba bere a adwumaden, a ɛyɛ ade a wotumi sesa no, boɔ a wɔtwe ma obi biara so no?	['AFC a ɛdɔɔso.', 'MPL a ɛdɔɔso.', 'ATC a ɛwɔfom.', 'MC a ɛdɔɔso.']	D	high_school_microeconomics
 Sɛ adwumayɛfo no mu biara nya $4.50 sɛ akatua a, adwumayɛfo dodow bɛn na wɔafa wɔn nyinaa?	['1', '2', '3', '4']	B	high_school_microeconomics
Sɛ wɔka kyerɛ nkurɔfo sɛ abodoo a nnuan pii wom a wodi a ebetumi ama wɔanya kokoram so atew ankasa a, nsakrae bɛn na ɛbɛba abodoo a nnuan pii wom no aguadi mu?	['Asɔduro a nketenkete pii wom no bo bɛtɔre esiane sɛ ahwehwɛde no bɛtwe akɔ benkum nti.', 'paanoo bebree boɔ bɛsɔre ɛnam sɛnea ɛbɛma wɔatumi akɔ benkum so no nti.', 'paanoo boɔ a wɔde boɔ yɛ no bɛsɔre ɛnam ɔkwan a wɔhwehwɛ sɛ wɔfa soɔ no nti', 'paanoo boɔ a wɔde boɔ yɛ no bɛbrɛ ase berɛ a ɔkwan a wɔbɛtumi afa so akɔ nifa no.']	C	high_school_microeconomics
Nneɛma bɛn na pɛsɛmenkominya ne ahotɔ a wɔde di dwuma sɛ agyapade titiriw wɔ ho?	['nwuramu ne apueeɛ yɛ mmerɛ tenten.', 'Nkabom neɛma.', 'deɛ ɛyɛ mmerɛw koraa ma adwumakuw no nneɛma.', 'akatua pa.']	A	high_school_microeconomics
Sɛ bɔne bi si esiane biribi a yɛyɛ nti a, yɛbɛyɛ dɛn atumi ayɛ nea ɛfata?	[' sikasɛm a egyina aguadi a ɛso abue so so.', 'de ahyɛ tumi a ɛboro so a wobetumi anya no so.', ' aban a ɔtɔ nneɛma.', ' Deɛ ɛtwa toɔ a wobɛtumi ayɛ no, ɛsɛ sɛ wohwɛ so yɛ no yie.']	B	high_school_microeconomics
Jason yɛ adwuma wɔ mpɔtam hɔ baabi a ntɔkwaw wɔ hɔ paa, ɔhoro asuhina so. Obetumi agye dɔla 10 afi ɔtare biara ho de asiesie abura akron wɔ da koro mu, na wama mfaso no so kɛse denam sika a ɔde bɛsɛe wɔ ɔtare biara ho a ɛne dɔla 80 ne sika a ɔde bɛsɛe wɔ ɔtare biara ho a ɛne dɔla 20 no so. Nsɛm yi mu nea ɛwɔ he na ɛyɛ nokware?	['Wɔ bere tiaa mu no, ɛsɛ sɛ Jason di, na ɔhwere $20.', 'Wɔ bere tiaa mu no, ɛsɛ sɛ Jason twa, na onya $10 kabea.', 'Ɛsɛ sɛ Jason siesie abura ahorow akron da biara, a ebefi mu aba sɛ ɔhwere $20.', 'Ɛsɛ sɛ Jason siesie abura ahorow 9 da biara, a ebefi mu aba sɛ ɔhwere dɔla 10.']	D	high_school_microeconomics
The best results for society come from a competitive market because?	['Wɔama nea ɔretrɛ no so atew, na wɔama nea ɔretrɛw no so atew.', 'Wɔma yiyedi a ɛkɔ so wɔ wiase nyinaa no yɛ kɛse.', 'Ɛwom sɛ nneɛma a wɔtɔ no boro so no so atew de, nanso wɔn a wɔyɛ nneɛma boro so.', ' Wɔama nea ɛboro so a ɛwɔ adwumayɛfoɔ ne adetɔfoɔ ntam no ayɛ kɛse.']	B	high_school_microeconomics
Sɛ wɔka kyerɛ wo sɛ sɛ nnipa nya sika pii a, wɔtɔ DVDs bɛyɛ mpɛn 1.5 a, ɛno kyerɛ dɛn?	"[""DVD a w'ɔdi no so wɔ ɔha mu nkyem 15 biara a, sika a wonya no so wɔ ɔha mu nkyem 10. DVD ahorow yɛ ade a wɔakyekyere mu a wɔtaa de di dwuma."", ""DVD a w'ɔdi no so wɔ ɔha mu nkyem 15 biara a, sika a wonya no so wɔ ɔha mu nkyem 10. DVD yɛ ade a mfaso nni so."", 'Sɛ sika a wonya no so yɛ ɔha mu nkyem 10 a, ɛma DVD a wɔtɔ no so tew ɔha mu nkyem 15. DVD yɛ ade a enni mu.', ' Sɛ DVD bo so yɛ ɔha mu nkyem 10 a, ɛma DVD a wɔtɔ no so tew ɔha mu nkyem 15. DVD ahorow no bo yɛ soronko.']"	A	high_school_microeconomics
Wɔka sɛ, sɛ ne bo so te a, na ne bo so te, nanso sɛ ne bo so te a, na ɛnsesa, na ɛma n'adetɔfoɔ tɔ ne deɛ no bi.	['akatua nsunsuansoɔ.', 'nsesaeԑ nsunsuansoɔ', 'kakra nsunsuansoɔ', 'ma nsa ka nsunsuansoɔ']	B	high_school_microeconomics
Nneama a edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛ obi anya sika a ɔde di dwuma?	['Ɔpanyin bi a ɔyɛ agumadifo akatua a ne bo yɛ dɔla ɔpepem 40.', 'Asetra mu ahobammɔ ho akatua bi a wɔde ma wɔn kɔ ahomegyeɛ mu.', 'asetena mu adwuma bi a wɔtua ma yiyedi ho ka.', 'Dwumadifo bi a ɔyɛ adwuma wɔ adidibea no nya $8 pɛ dɔnhwerew biako mu te sɛ nnwumadifo a wɔyɛ adwuma wɔ sika so no.']	D	high_school_microeconomics
Adwumakuw ketewaa bi bu akontaa sɛ, nneɛma a wɔhwehwɛ no ho nsesae wɔ ne bo ho no yɛ 3. Nea ɛbɛyɛ na wɔn a wɔwɔ agyapade no benya sika pii no, ɛsɛ sɛ wɔn a wɔwɔ agyapade no nso yɛ saa.	[' Ɛho hia sɛ wotwa bo ase, efisɛ ɛho hia sɛ wɔyɛ nsakrae wɔ nneɛma mu.', 'Esiane sɛ ɔpɛ nyɛ mmerɛw nti, ɛtew nneɛma bo so.', 'Esiane sɛ nneɛma a wɔhwehwɛ no yɛ mmerɛw nti, ɛma bo yɛ den.', 'Esiane sɛ ahiade no nyɛ nea wɔtew so nti, ma bo no so.']	A	high_school_microeconomics
Bere bɛn na tumi a ɛwɔ ɔfa biara mu ba?	['Adwuma baako pɛ na wɔtɔn ma tumi foforo.', 'Adwumaku baako pɛ na edi amanfo akuo mmienu a ɛsono wɔn mu biara ho adwuma.', 'Efi obi a ɔhwɛ tɔ nneɛma so mu.', 'Ɔpanyin bi a ɔda nnwumakuo ano de nneɛma abien a wɔtɔn ma wɔn.']	A	high_school_microeconomics
Sɛ nnwuma de wɔn ho hyɛ akansi kɛse mu a, yɛhwɛ kwan.	['ɛho hia sɛ nnwuma a ɛwɔ hɔ nnɛ no tu kɔ nifa so.', ' Ɛwɔ mu sɛ, sɛ ɛba saa a, ne boɔ no bɛsɔre.', ' Ɔpɛ a na ɛwɔ hɔ sɛ nnwumakuw a ɛwɔ hɔ seesei no bɛyɛ den.', 'ahiade a ɛwɔ hɔ sɛ nnwuma a ɛwɔ hɔ nnɛ no bɛkɔ benkum.']	D	high_school_microeconomics
 Eyi na ɛma mmara a ɛhwɛ sika a ԑso te no yɛ adwuma.	['AVC a mfiase no nyini ansa na awiei koraa no ɛbɛtɔre bere a output no renya nkɔso.', 'AFC nkakrankakra tew bere a nnwumakuw no retu mpɔn wɔ mfiase no.', 'MP no de nkakrankakra foro kɔ soro bere a mfitiaseɛ no hwe ase no.', 'MC kɔ soro nkakrankakra bere a output kɔ soro no.']	D	high_school_microeconomics
